school_year,dpi_true_id,school_name,agency_type,district_name,county,charter_indicator,choice_indicator,accurate_agency_type,broad_agency_type,MPCP_indicator,RPCP_indicator,WPCP_indicator,SNSP_indicator,MPCP_has_students,RPCP_has_students,WPCP_has_students,SNSP_has_students,locale_description,city,MPCP_percent,milwaukee_indicator
2018-19,0000_1745,Saint Augustine Preparatory Ac,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,1,"NA",Milwaukee,0.92152466367713,1
2018-19,0000_1770,Marquette University High,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.13557594291539246,1
2018-19,0000_1774,Kingdom Prep Lutheran Hi,Private school,Wauwatosa,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Wauwatosa,0.9811320754716981,1
2018-19,0000_1776,City School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2018-19,0000_1870,Milwaukee Lutheran High,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,1,"NA",Milwaukee,0.8707317073170732,1
2018-19,0000_1873,Milw Seventh Day Adventist Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.8592233009708737,1
2018-19,0000_1910,Mother of Good Counsel Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9823008849557522,1
2018-19,0000_1930,Mount Calvary Lutheran Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9948453608247423,1
2018-19,0000_1980,Mount Lebanon Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9586776859504132,1
2018-19,0000_1990,Mount Olive Lutheran Grade Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,1,"NA",Milwaukee,0.8208092485549133,1
2018-19,0000_1996,Nativity Jesuit Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.9647058823529412,1
2018-19,0000_2030,Northwest Lutheran Grade Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,1,1,0,0,1,"NA",Milwaukee,0.9699570815450643,1
2018-19,0000_2240,Our Lady Queen of Peace Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,0,"NA",Milwaukee,0.9447852760736196,1
2018-19,0000_2291,Pilgrim Lutheran School,Private school,Wauwatosa,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,1,"NA",Wauwatosa,0.9773755656108597,1
2018-19,0000_2300,Pius XI Catholic High,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,1,"NA",Milwaukee,0.5606860158311345,1
2018-19,0000_2750,Saint Adalbert Catholic Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9877450980392157,1
2018-19,0000_2850,Holy Wisdom Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9747899159663865,1
2018-19,0000_3100,Saint Anthony School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9879793932455638,1
2018-19,0000_3160,Saint Vincent Pallotti School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.8823529411764706,1
2018-19,0000_3410,Saint Catherine School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,0,"NA",Milwaukee,0.9928057553956835,1
2018-19,0000_3455,Saint Charles Borromeo Cath,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,0,"NA",Milwaukee,0.5485436893203883,1
2018-19,0000_3580,Saint Coletta Day Sch of Milw,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,1,1,0,0,1,"NA",Milwaukee,0.03333333333333333,1
2018-19,0000_3935,Saint Gregory the Great Parish,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.8508064516129032,1
2018-19,0000_4210,Saint Joan Antida High,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,0,0,"NA",Milwaukee,0.9631901840490797,1
2018-19,0000_4420,Saint John Kanty School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9841269841269841,1
2018-19,0000_4655,Saint Johns Evang Lutheran Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.8032128514056225,1
2018-19,0000_4950,Saint Josaphat Parish School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9719626168224299,1
2018-19,0000_5640,Saint Lucas Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,1,"NA",Milwaukee,0.6117021276595744,1
2018-19,0000_5710,Saint Marcus Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,1,1,0,0,1,"NA",Milwaukee,0.856453558504222,1
2018-19,0000_5720,Saint Margaret Mary Grade Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9428571428571428,1
2018-19,0000_5830,Saint Martini Lutheran Gr Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,1,1,0,0,1,"NA",Milwaukee,0.978021978021978,1
2018-19,0000_6690,Saint Matthias School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.49586776859504134,1
2018-19,0000_7400,Saint Peter Immanuel Luth Sch,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9916666666666667,1
2018-19,0000_7670,Saint Roman Grade School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,0,"NA",Milwaukee,0.9186440677966101,1
2018-19,0000_7720,Saint Sebastian Grade School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.6483180428134556,1
2018-19,0000_7980,Saint Thomas Aquinas Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,1,0,"NA",Milwaukee,0.6607929515418502,1
2018-19,0000_8075,Salam School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.9021739130434783,1
2018-19,0000_8080,Salem Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.9629629629629629,1
2018-19,0000_8190,Sharon Junior Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2018-19,0000_8217,Siloah Lutheran School,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,1,1
2018-19,0000_8224,Saint Joseph Academy,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.9637526652452025,1
2018-19,0000_8379,Torah Academy of Milwaukee,Private school,Nicolet UHS,Milwaukee,0,1,Private,Private,1,0,1,1,1,0,0,1,"NA",Milwaukee,0.7575757575757576,1
2018-19,0000_8720,Wisconsin Lutheran High,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,1,0,1,0,1,0,"NA",Milwaukee,0.5064766839378239,1
2018-19,0000_8740,Yeshiva Elementary,Private school,Milwaukee,Milwaukee,0,1,Private,Private,1,0,0,0,1,0,0,0,"NA",Milwaukee,0.9392523364485982,1
2019-20,3619_0162,ALBA - Academia de Lenguaje y Bellas Artes,Public school,Milwaukee,Milwaukee,1,0,Instrumentality Charter,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0413,Alliance School of Milwaukee,Public school,Milwaukee,Milwaukee,1,0,Instrumentality Charter,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_1063,ASSATA High,Public school,Milwaukee,Milwaukee,0,0,Partnership,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0432,Banner Preparatory School of Milwaukee,Public school,Milwaukee,Milwaukee,0,0,Partnership,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0410,Grandview High,Public school,Milwaukee,Milwaukee,0,0,Partnership,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0454,Green Tree Preparatory Academy,Public school,Milwaukee,Milwaukee,1,0,Instrumentality Charter,District Operated,0,0,0,0,0,0,0,0,NA,NA,0,1
2019-20,3619_0334,Honey Creek Elementary,Public school,Milwaukee,Milwaukee,1,0,Instrumentality Charter,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0165,IDEAL Individualized Developmental Educational Approaches to Learning,Public school,Milwaukee,Milwaukee,1,0,Instrumentality Charter,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0296,Lad Lake Synergy School,Public school,Milwaukee,Milwaukee,0,0,Partnership,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_1072,NOVA-Northwest Opportunities Vocational Academy,Public school,Milwaukee,Milwaukee,0,0,Partnership,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_1074,Shalom High,Public school,Milwaukee,Milwaukee,0,0,Partnership,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_1086,Southeastern,Public school,Milwaukee,Milwaukee,0,0,Partnership,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0398,Whittier Elementary,Public school,Milwaukee,Milwaukee,1,0,Instrumentality Charter,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,8123_0100,Bruce Guadalupe,Non District Charter Schools,Bruce Guadalupe,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,8114_0100,Capitol West Academy,Non District Charter Schools,Capitol West Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,8105_1211,Central City Cyberschool,Non District Charter Schools,Central City Cyberschool,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,8109_0100,Darrell Lynn Hines Academy,Non District Charter Schools,Darrell Lynn Hines Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,8101_1056,Downtown Montessori,Non District Charter Schools,Downtown Montessori,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,8127_0400,Dr Howard Fuller Collegiate Academy,Non District Charter Schools,Dr Howard Fuller Collegiate Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,8131_0400,Escuela Verde,Non District Charter Schools,Escuela Verde,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0316,Academy of Accelerated Learning,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0075,Alcott Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0073,Allen-Field Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0215,Andrew S Douglas Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,NA,NA,0,1
2019-20,3619_0434,Audubon Technology and Communication High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0041,Audubon Technology and Communication Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0077,Auer Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0188,Barbee Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0081,Barton Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0012,Bay View High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0112,Bay View Montessori School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0356,Bethune Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0014,Bradley Technology High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0089,Brown Street Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0092,Browning Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0093,Bruce Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0094,Bryant Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0095,Burbank Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0098,Burdick Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0407,Carmen High School of Science and Technology South Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0451,Carmen High School of Science and Technology Southeast Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0213,Carmen Middle School of Science and Technology South Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0444,Carmen Middle/High School of Science and Technology Northwest Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0108,Carson Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0178,Carver Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0104,Cass Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0110,Clarke Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0114,Clemens Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0113,Clement Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0116,Congress Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0117,Cooper Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0501,Craig Montessori School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0122,Curtin Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0820,Daniels University Preparatory Academy,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0125,Doerfler Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0143,Eighty-First Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0148,Elm Creative Arts Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0150,Emerson Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0152,Engleburg Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0155,Fairview Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0158,Fernwood Montessori,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0170,Fifty-Third Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0173,Forest Home Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0179,Franklin Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0182,Fratney Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0185,Gaenslen Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0191,Garland Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0192,Goodrich Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0193,Grant Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0115,Grant Gordon Learning Center,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,NA,NA,0,1
2019-20,3619_0196,Grantosa Drive Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0202,Greenfield Bilingual,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0236,Groppi High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0018,Hamilton High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0205,Hampton Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0880,HAPA-Hmong American Peace Academy K3-12,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0208,Hartford Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0211,Hawley Environmental School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0212,Hawthorne Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0214,Hayes Bilingual School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0217,Hi-Mount Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0852,Highland Community School,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0218,Holmes Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0253,Hopkins Lloyd Community School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0223,Humboldt Park Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0377,Jackson Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0409,James Madison Academic Campus,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0232,Kagel Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0235,Keefe Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0237,Kilbourn Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0020,King International,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0210,King International Baccalaureate Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0199,King Jr Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0337,Kluge Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_1121,La Causa Charter School,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0238,LaFollette Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0241,Lancaster Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0250,Lincoln Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0006,Lincoln Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0256,Longfellow Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0257,Lowell International Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0870,MacDowell Montessori School K3-12,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0265,Manitoba Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0267,Maple Tree Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0008,Marshall High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0268,Maryland Montessori,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0176,Meir School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0525,Metcalfe Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0103,Milwaukee Academy of Chinese Language,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0123,Milwaukee College Preparatory School -- 36th Street Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0111,Milwaukee College Preparatory School -- 38th Street,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0145,Milwaukee College Preparatory School -- Lloyd Street,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2019-20,3619_0121,Milwaukee College Preparatory School: Lola Rowe North Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
