school_year,dpi_true_id,school_name,agency_type,district_name,county,charter_indicator,choice_indicator,accurate_agency_type,broad_agency_type,MPCP_indicator,RPCP_indicator,WPCP_indicator,SNSP_indicator,MPCP_has_students,RPCP_has_students,WPCP_has_students,SNSP_has_students,locale_description,city,MPCP_percent,milwaukee_indicator
2016-17,3619_0419,North Division High 0419,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0474,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0840,Obama School of Career and Technical Education,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0301,Parkview Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0307,Pierce Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0325,Pratt Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0458,Project STAY-Supporting Teachers and Youth,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0026,Pulaski High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0435,Reagan College Preparatory High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0313,Riley Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0194,River Trail Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0029,Riverside High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0177,Rogers Street Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0059,Roosevelt Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0319,Sherman Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0107,Siefert Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0032,South Division High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0312,Starms Discovery,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0149,Starms Early Childhood,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,NA,NA,0,1
2016-17,3619_0343,Story Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0344,Stuart Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0360,Thoreau Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0154,Thurston Woods Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0365,Townsend Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0433,Transition High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0368,Trowbridge Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0875,Universal Academy for the College Bound,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0387,Victory Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0390,Vieau Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0033,Vincent High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0204,Wedgewood Park School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0130,Westside Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0397,Whitman Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0424,WHS Information Technology,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0399,Wisconsin Conservatory of Lifelong Learning,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,3619_0295,Zablocki Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8106_1251,Milwaukee Academy of Science,Non District Charter Schools,Milwaukee Academy of Science,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8127_0400,Milwaukee Collegiate Academy,Non District Charter Schools,Milwaukee Collegiate Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8128_0800,Milwaukee Math and Science Academy,Non District Charter Schools,Milwaukee Math and Science Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8129_0100,Milwaukee Scholars Charter School,Non District Charter Schools,Milwaukee Scholars Charter School,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8133_0100,Rocketship Southside Community Prep,Non District Charter Schools,Rocketship Southside Community Prep,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8107_1279,School for Early Development and Achievement (SEDA),Non District Charter Schools,School for Early Development and,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8001_8121,Seeds of Health Elementary Program,Non District Charter Schools,Seeds of Health Inc,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8001_8115,Tenor High School,Non District Charter Schools,Seeds of Health Inc,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8001_8124,Veritas High,Non District Charter Schools,Seeds of Health Inc,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8113_8728,Woodlands School,Non District Charter Schools,Woodlands School,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2016-17,8132_0100,Woodlands School East,Non District Charter Schools,Woodlands School East,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,8123_0100,Bruce Guadalupe,Non District Charter Schools,Bruce Guadalupe,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,8114_0100,Capitol West Academy,Non District Charter Schools,Capitol West Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,8105_1211,Central City Cyberschool,Non District Charter Schools,Central City Cyberschool,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,8109_0100,Darrell Lynn Hines Academy,Non District Charter Schools,Darrell Lynn Hines Academy,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,8101_1056,Downtown Montessori,Non District Charter Schools,Downtown Montessori,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,8131_0400,Escuela Verde,Non District Charter Schools,Escuela Verde,Milwaukee,1,0,2r/2x Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0316,Academy of Accelerated Learning,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0075,Alcott Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0073,Allen-Field Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0124,Andrew Douglas School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,"NA",Milwaukee,0,1
2017-18,3619_0434,Audubon Technology and Communication High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0041,Audubon Technology and Communication Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0077,Auer Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0188,Barbee Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0081,Barton Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0012,Bay View High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0112,Bay View Montessori School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0356,Bethune Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0014,Bradley Technology High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0089,Brown Street Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0092,Browning Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0093,Bruce Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0094,Bryant Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0095,Burbank Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0098,Burdick Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0407,Carmen High School of Science and Technology South Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0451,Carmen High School of Science and Technology Southeast Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0444,Carmen Middle/High School of Science and Technology Northwest Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0108,Carson Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0178,Carver Academy,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0104,Cass Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0110,Clarke Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0114,Clemens Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0113,Clement Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0116,Congress Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0117,Cooper Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0501,Craig Montessori School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0122,Curtin Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0850,Daniel Webster Secondary School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,"NA",Milwaukee,0,1
2017-18,3619_0820,Daniels University Preparatory Academy,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0125,Doerfler Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0143,Eighty-First Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0148,Elm Creative Arts Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0150,Emerson Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0152,Engleburg Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0155,Fairview Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0158,Fernwood Montessori,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0170,Fifty-Third Street Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0173,Forest Home Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0179,Franklin Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0182,Fratney Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0185,Gaenslen Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0191,Garland Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0192,Goodrich Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0193,Grant Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0196,Grantosa Drive Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0120,Green Bay Avenue School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0202,Greenfield Bilingual,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0236,Groppi High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0018,Hamilton High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0205,Hampton Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0880,HAPA-Hmong American Peace Academy K3-12,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0208,Hartford Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0211,Hawley Environmental School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0212,Hawthorne Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0214,Hayes Bilingual School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0217,Hi-Mount Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0852,Highland Community School,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0218,Holmes Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0253,Hopkins Lloyd Community School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0223,Humboldt Park Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0377,Jackson Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0409,James Madison Academic Campus,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0232,Kagel Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0235,Keefe Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0237,Kilbourn Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0020,King International,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0210,King International Baccalaureate Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0199,King Jr Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0337,Kluge Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_1121,La Causa Charter School,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0238,LaFollette Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0241,Lancaster Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0115,Lee Learning Center,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,NA,NA,0,1
2017-18,3619_0250,Lincoln Avenue Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0006,Lincoln Middle,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0256,Longfellow Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0257,Lowell International Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0870,MacDowell Montessori School K3-12,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0265,Manitoba Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0267,Maple Tree Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0008,Marshall High,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0268,Maryland Montessori,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0176,Meir School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0525,Metcalfe Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0103,Milwaukee Academy of Chinese Language,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0123,Milwaukee College Preparatory School -- 36th Street Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0111,Milwaukee College Preparatory School -- 38th Street,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0145,Milwaukee College Preparatory School -- Lloyd Street,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0121,Milwaukee College Preparatory School: Lola Rowe North Campus,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0441,Milwaukee Community Cyber High,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0315,Milwaukee County Youth Education Center,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0118,Milwaukee Environmental Science Academy,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0885,Milwaukee Excellence Charter School,Public school,Milwaukee,Milwaukee,1,0,Non-Instrumentality Charter,Independently Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0140,Milwaukee French Immersion,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0146,Milwaukee German Immersion,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0038,Milwaukee High School of the Arts,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0362,Milwaukee Parkside School,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0071,Milwaukee School of Languages,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0226,Milwaukee Sign Language Elementary,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
2017-18,3619_0167,Milwaukee Spanish Immersion,Public school,Milwaukee,Milwaukee,0,0,Traditional Public,District Operated,0,0,0,0,0,0,0,0,City,Milwaukee,0,1
