school_year,dpi_true_id,school_name,accurate_agency_type,broad_agency_type,overall_score,overall_rating,lowest_grade,highest_grade,grade_band,school_type,school_enrollment,district_enrollment,per_am_in,per_asian,per_b_aa,per_hisp_lat,per_nh_opi,per_white,per_tom,per_swd,per_ed,per_lep,per_choice,per_open,sch_ach,sch_ela_ach,sch_math_ach,sch_growth,sch_ela_growth,sch_math_growth,sch_cg,sch_ela_cg,sch_math_cg,sch_4y_grad_gap,sch_6y_grad_gap,sch_grad_gap,sch_ot,sch_grad_rate,sch_att_rate,sch_3rd_ela,sch_8th_math,ach_weight,growth_weight,cg_weight,ot_weight,report_card_type,cg_redacted,has_2_rc
2015-16,0000_1701,A Promise of Hope Academy,Private,Private,NA,Not Rated*,K4,3,K-5,Elementary School,32,NA,0,0,0.97,0,0,0.03,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1652,Academy of Excellence,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,650,NA,0,0.17,0.36,0.42,0,0.02,0.03,0.01,0.09,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1263,Atlas Preparatory Academy,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,770,NA,0,0.07,0.27,0.63,0,0.02,0.01,0.11,0.99,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1301,Atonement Lutheran School,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,276,NA,0,0.01,0.82,0.04,0,0.04,0.09,0,0.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1303,Believers in Christ Acad,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,209,NA,0,0,0.97,0.02,0,0,0.01,0.06,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1304,Blessed Sacrament Grade Sch,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,166,NA,0.01,0.01,0.06,0.86,0,0.04,0.02,0.07,0.98,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1507,Blessed Savior Catholic Sch,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,323,NA,0,0,0.92,0.05,0,0,0.03,0,0.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,8123_0100,Bruce Guadalupe,2r/2x Charter,Independently Operated,72.5,Meets Expectations,K4,8,K-8,Elementary School,1203,1203,0,0,0,0.98,0,0.02,0,0.08,0.77,0.23,NA,0,65.5,32.3,33.2,64.2,26.4,37.8,71.1,40.1,31,NA,NA,NA,90.2,NA,76.4,6.5,7.3,NA,NA,NA,NA,NA,0,0
2015-16,0000_1558,Calvary's Chrstn Acad Sch Arts,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,54,NA,0,0,1,0,0,0,0,0.06,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,8114_0100,Capitol West Academy,2r/2x Charter,Independently Operated,72.8,Meets Expectations,K4,8,K-8,Elementary School,287,287,0,0.02,0.89,0.03,0,0.04,0.03,0.12,1,0.03,NA,0,36.5,18.4,18.2,72.7,39.7,33,71.5,39.6,31.9,NA,NA,NA,81.6,NA,75,3.5,3.1,NA,NA,NA,NA,NA,0,0
2015-16,0000_1382,Carter's Christian Academy,Private,Private,NA,Not Rated*,K4,9,K-8,Elementary/Secondary School,252,NA,0,0,0.99,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_0309,Catholic East Elementary,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,185,NA,0,0.02,0.4,0.2,0,0.3,0.09,0.04,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,8105_1211,Central City Cyberschool,2r/2x Charter,Independently Operated,76.8,Exceeds Expectations,K4,8,K-8,Elementary School,431,431,0,0,0.97,0.01,0,0,0.01,0.07,0.99,0,NA,0,47.3,20.6,26.8,77.5,39.7,37.8,76.3,38.4,37.9,NA,NA,NA,82.1,NA,74.7,4.1,3.3,NA,NA,NA,NA,NA,0,0
2015-16,0000_1094,Ceria M Travis Academy,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,176,NA,0,0,1,0,0,0,0,0.02,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1305,Christ-St Peter Lutheran Sch,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,204,NA,0,0.12,0.09,0.66,0,0.11,0.03,0.07,0.89,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1384,Christian Faith Acad Hi Lrng,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,118,NA,0,0,1,0,0,0,0,0.09,0.96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1044,Clara Mohammed School,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,181,NA,0,0,0.99,0.01,0,0,0,0.01,0.99,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1712,Cristo Rey Jesuit Milwaukee Hi,Private,Private,NA,Not Rated*,9,9,9-12,High School,120,NA,0,0,0.08,0.91,0,0.01,0,0.01,0.88,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1489,Cross Trainers Academy,Private,Private,NA,Not Rated*,K4,9,K-8,Elementary/Secondary School,206,NA,0,0,0.98,0.01,0,0,0,0.08,0.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1491,Destiny High School,Private,Private,NA,Not Rated*,9,12,9-12,High School,251,NA,0,0.01,0.96,0.02,0,0,0.01,0,0.98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1702,Divine Destiny School,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,99,NA,0,0,0.91,0.01,0,0.03,0.05,0,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_0510,Divine Savior Holy Angels Hi,Private,Private,NA,Not Rated*,9,12,9-12,High School,71,NA,0,0.03,0.16,0.63,0,0.17,0.01,0,0.51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,8109_0100,DLH Academy,2r/2x Charter,Independently Operated,54,Meets Few Expectations,K4,8,K-8,Elementary School,283,283,0,0.06,0.88,0.04,0,0,0.03,0.11,0.89,0,NA,0,30.6,17.3,13.3,40.4,23.5,16.9,56.7,29.3,27.4,NA,NA,NA,80.4,NA,74.8,3.5,2.1,NA,NA,NA,NA,NA,0,0
2015-16,8101_1056,Downtown Montessori,2r/2x Charter,Independently Operated,71.1,Meets Expectations,K3,8,K-8,Elementary School,249,249,0,0.04,0.1,0.17,0.01,0.64,0.03,0.05,0.25,0,NA,0,74.6,40.8,33.8,55.5,28.2,27.3,58.7,24.6,34.1,NA,NA,NA,90.8,NA,76.1,8.2,6.5,NA,NA,NA,NA,NA,0,0
2015-16,0000_1158,Early View Acad of Excellence,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,225,NA,0,0,0.94,0.04,0,0,0,0,0.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1218,Eastbrook Academy,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,206,NA,0,0.02,0.69,0.02,0,0.22,0.04,0,0.57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,8131_0400,Escuela Verde,2r/2x Charter,Independently Operated,6.6,Fails to Meet Expectations,7,12,6-12,High School,110,110,0.03,0,0.06,0.78,0,0.12,0.01,0.22,0.81,0.18,NA,0,7.7,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,52.3,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_0740,Garden Homes Lutheran School,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,250,NA,0,0,0.88,0.04,0,0.05,0.02,0,0.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1165,Granville Lutheran School,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,210,NA,0,0,0.9,0.06,0,0,0.04,0.1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1345,Greater Holy Temple Chr Acad,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,614,NA,0,0,0.98,0.01,0,0,0.01,0,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1101,Hickman Academy Prep Sch,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,336,NA,0,0,0.98,0.02,0,0,0,0.1,0.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1180,Holy Redeemer Christian Acad,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,599,NA,0,0,0.98,0.01,0,0,0.01,0.04,0.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_2850,Holy Wisdom Academy,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,234,NA,0,0,0,0.97,0,0.03,0,0,1,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1408,Hope Christian High School,Private,Private,NA,Not Rated*,9,12,9-12,High School,294,NA,0,0,0.96,0.02,0,0,0.02,0.03,0.91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1703,Hope Christian School: Caritas,Private,Private,NA,Not Rated*,KG,6,K-5,Elementary School,178,NA,0,0,0.92,0.04,0,0.01,0.04,0.01,0.79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1439,Hope Christian School: Fortis,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,458,NA,0,0,0.96,0.02,0,0,0.01,0.02,0.88,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1315,Hope Christian School: Prima,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,580,NA,0,0.01,0.96,0.02,0,0,0.02,0.02,0.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1656,Hope Christian School: Semper,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,319,NA,0,0,0.95,0.03,0,0,0.02,0.02,0.82,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1527,Inst of Technology & Academics,Private,Private,NA,Not Rated*,K4,8,K-8,Elementary School,255,NA,0,0,0.95,0.03,0,0.01,0.01,0.09,0.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1684,Jo's Learning Academy,Private,Private,NA,Not Rated*,K4,1,K-5,Elementary School,1,NA,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,8126_0100,King's Academy,2r/2x Charter,Independently Operated,64,Meets Expectations,K4,8,K-8,Elementary School,211,211,0,0,0.93,0.05,0,0.01,0.01,0.09,0.93,0,NA,0,30.5,18,12.6,60.4,45.4,15,63.5,34.4,29.1,NA,NA,NA,77.8,NA,72.8,3.6,1.4,NA,NA,NA,NA,NA,0,0
2015-16,0000_1685,Lutheran Special School,Private,Private,NA,Not Rated*,1,8,K-8,Elementary School,35,NA,0,0.06,0.6,0.09,0,0.2,0.06,0.57,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1374,Malaika Early Learning Center,Private,Private,NA,Not Rated*,K4,1,K-5,Elementary School,60,NA,0,0,0.97,0.03,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1770,Marquette University High,Private,Private,NA,Not Rated*,9,12,9-12,High School,125,NA,0.01,0.02,0.14,0.66,0,0.15,0.03,0,0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,0000_1606,Messmer Catholic Schools,Private,Private,NA,Not Rated*,K4,12,K-12,Elementary/Secondary School,1621,NA,0,0.04,0.8,0.14,0,0.01,0.02,0.08,0.99,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0316,Academy of Accelerated Learning,Traditional Public,District Operated,67.2,Meets Expectations,K3,5,K-5,Elementary School,645,75766,0.01,0.28,0.06,0.22,0,0.41,0.02,0.14,0.71,0.17,NA,0.09,60.4,30,30.4,57.5,27.3,30.2,66.2,31.4,34.8,NA,NA,NA,87,NA,74.6,12.4,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0162,ALBA - Academia de Lenguaje y Bellas Artes,Instrumentality Charter,District Operated,74.4,Exceeds Expectations,K3,5,K-5,Elementary School,447,75766,0,0,0.01,0.98,0,0.01,0,0.16,0.97,0.58,NA,0.04,59.8,25.8,34,69.8,31.1,38.7,74.8,41.2,33.6,NA,NA,NA,85.4,NA,75.2,10.2,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0075,Alcott Elementary,Traditional Public,District Operated,68.3,Meets Expectations,K3,8,K-8,Elementary School,356,75766,0.02,0.05,0.16,0.26,0,0.5,0.02,0.17,0.67,0.01,NA,0.08,60.9,32.3,28.6,73.7,41.6,32.1,44.6,23.4,21.2,NA,NA,NA,83.5,NA,73.5,5.7,4.3,NA,NA,NA,NA,NA,0,0
2015-16,3619_0073,Allen-Field Elementary,Traditional Public,District Operated,61.4,Meets Few Expectations,K3,5,K-5,Elementary School,697,75766,0.01,0.01,0.12,0.84,0,0.03,0,0.29,0.96,0.38,NA,0.01,27,13,14,58.4,31.1,27.3,58.8,32.6,26.2,NA,NA,NA,76.2,NA,71.6,4.6,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0413,Alliance School of Milwaukee,Instrumentality Charter,District Operated,38.1,Fails to Meet Expectations,9,12,9-12,Elementary/Secondary School,201,75766,0.01,0.06,0.5,0.18,0,0.24,0,0.32,0.75,0.04,NA,0.02,20.8,13.9,6.9,NA,NA,NA,60.1,NA,NA,NA,NA,60.1,53.9,53.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_1063,ASSATA,Partnership,Independently Operated,NA,Alternate Rating - Needs Improvement,9,12,9-12,High School,123,75766,0,0,0.92,0.02,0,0.02,0.04,0.15,0.97,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0434,Audubon Technology and Communication High School,Traditional Public,District Operated,51.6,Fails to Meet Expectations,9,12,9-12,High School,365,75766,0.03,0.03,0.13,0.58,0,0.22,0,0.2,0.82,0.1,NA,0.02,32.9,21.7,11.2,NA,NA,NA,52.7,12.6,11.2,NA,NA,28.9,87,87,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0041,Audubon Technology and Communication Middle School,Traditional Public,District Operated,50.5,Fails to Meet Expectations,6,8,6-8,Middle School,638,75766,0.01,0.02,0.21,0.64,0,0.11,0.01,0.24,0.83,0.21,NA,0.02,31.1,18.5,12.6,56.6,30.2,26.4,57.4,28.6,28.8,NA,NA,NA,76.3,NA,71.1,NA,5.2,NA,NA,NA,NA,NA,0,0
2015-16,3619_0077,Auer Avenue Elementary,Traditional Public,District Operated,50.9,Fails to Meet Expectations,K3,8,K-8,Elementary School,281,75766,0,0,0.99,0,0,0,0,0.32,0.97,0,NA,0,9.4,5.6,3.8,50.8,25.4,25.4,59.3,27.9,31.4,NA,NA,NA,70.8,NA,69.2,1.1,0.5,NA,NA,NA,NA,NA,0,0
2015-16,3619_0432,Banner Preparatory School of Milwaukee,Partnership,Independently Operated,NA,Alternate Rating - Needs Improvement,9,12,9-12,Elementary/Secondary School,62,75766,0,0.03,0.87,0.03,0,0.06,0,0.44,1,0.02,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0188,Barbee Elementary,Traditional Public,District Operated,52.5,Fails to Meet Expectations,K3,6,K-5,Elementary School,325,75766,0.01,0.01,0.89,0.04,0,0.03,0.01,0.22,0.9,0,NA,0.01,14.6,8.2,6.4,41.3,25.4,15.9,74,37,37,NA,NA,NA,78.8,NA,72.3,6.5,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0081,Barton Elementary,Traditional Public,District Operated,64.6,Meets Expectations,K3,6,K-5,Elementary School,316,75766,0.01,0.06,0.85,0.04,0,0.03,0.01,0.2,0.92,0.01,NA,0,27.8,14,13.9,73.6,36.8,36.8,61.8,30.8,31,NA,NA,NA,78.7,NA,72.1,6.6,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0012,Bay View High,Traditional Public,District Operated,24.9,Fails to Meet Expectations,9,12,9-12,High School,900,75766,0.01,0.02,0.55,0.29,0,0.12,0.02,0.27,0.92,0.07,NA,0.01,23.8,14.1,9.8,NA,NA,NA,49.6,15,15.5,NA,NA,19.1,49.4,46.2,NA,NA,3.2,NA,NA,NA,NA,NA,0,0
2015-16,3619_0356,Bethune Academy,Traditional Public,District Operated,61.8,Meets Few Expectations,K3,8,K-8,Elementary School,486,75766,0,0.32,0.64,0.03,0,0.01,0,0.23,0.96,0.29,NA,0,25.5,13.3,12.2,75.6,34,41.6,49.9,25.8,24.1,NA,NA,NA,76.2,NA,72.1,1.7,2.4,NA,NA,NA,NA,NA,0,0
2015-16,3619_0014,Bradley Technology High,Traditional Public,District Operated,18.9,Fails to Meet Expectations,9,12,9-12,High School,872,75766,0.01,0.01,0.77,0.16,0,0.05,0.01,0.35,0.9,0.04,NA,0,15.3,10.1,5.2,NA,NA,NA,51,13.1,16.6,NA,NA,21.3,62,62,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0089,Brown Street Academy,Traditional Public,District Operated,50.4,Fails to Meet Expectations,K3,5,K-5,Elementary School,322,75766,0.01,0,0.94,0.02,0,0.02,0.01,0.24,0.98,0,NA,0,11.1,5.3,5.9,49,24.5,24.5,59.1,27.7,31.4,NA,NA,NA,72.2,NA,69.9,2.3,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0092,Browning Elementary,Traditional Public,District Operated,54.8,Meets Few Expectations,K3,5,K-5,Elementary School,274,75766,0,0.01,0.88,0.05,0,0.05,0,0.32,0.97,0,NA,0,26.5,14.8,11.7,58.5,35.9,22.6,52,26.5,25.5,NA,NA,NA,76.7,NA,70.8,5.9,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0093,Bruce Elementary,Traditional Public,District Operated,55.6,Meets Few Expectations,K3,5,K-5,Elementary School,230,75766,0,0.04,0.84,0.04,0,0.04,0.04,0.25,0.93,0.01,NA,0.01,30.2,14.6,15.7,58.4,29.2,29.2,52.9,26.2,26.7,NA,NA,NA,78.2,NA,71.7,6.5,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0094,Bryant Elementary,Traditional Public,District Operated,56.4,Meets Few Expectations,K3,5,K-5,Elementary School,214,75766,0,0.05,0.85,0.01,0,0.03,0.05,0.31,0.91,0,NA,0,34,14.9,19.1,68,34,34,37.4,16,21.4,NA,NA,NA,78.8,NA,72.2,6.6,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0095,Burbank Elementary,Traditional Public,District Operated,74.4,Exceeds Expectations,K3,8,K-8,Elementary School,609,75766,0.02,0.29,0.32,0.17,0,0.18,0.02,0.17,0.86,0.19,NA,0.02,42.5,20.9,21.6,82.2,40.6,41.6,60.3,29.8,30.5,NA,NA,NA,80.9,NA,73.2,3.8,3.9,NA,NA,NA,NA,NA,0,0
2015-16,3619_0098,Burdick Elementary,Traditional Public,District Operated,68.2,Meets Expectations,K3,8,K-8,Elementary School,665,75766,0.01,0.04,0.1,0.27,0,0.57,0.02,0.13,0.7,0.01,NA,0.06,56.6,30.1,26.5,65.1,31.1,34,59.3,29.3,30,NA,NA,NA,85.1,NA,74.3,6,4.8,NA,NA,NA,NA,NA,0,0
2015-16,3619_0109,Business and Economics Academy of Milwaukee,Non-Instrumentality Charter,Independently Operated,49.1,Fails to Meet Expectations,K4,8,K-8,Elementary School,748,75766,0,0,0.98,0.01,0,0,0,0.08,0.96,0,NA,0,21.3,10.3,11,50.8,21.6,29.2,45.6,22.9,22.7,NA,NA,NA,75.2,NA,71.5,1.6,2.1,NA,NA,NA,NA,NA,0,0
2015-16,3619_0407,Carmen High School of Science and Technology South Campus,Non-Instrumentality Charter,Independently Operated,75.2,Exceeds Expectations,9,12,9-12,High School,365,75766,0,0,0.01,0.97,0,0.02,0,0.06,0.94,0.07,NA,0.02,63.2,32.1,31.1,NA,NA,NA,82.3,23.5,25,NA,NA,33.8,84.9,84.9,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0444,Carmen Middle/High School of Science and Technology Northwest Campus,Non-Instrumentality Charter,Independently Operated,65.9,Meets Expectations,6,12,6-12,High School,507,75766,0,0.02,0.78,0.13,0,0.05,0,0.14,0.87,0.03,NA,0,37.3,19.8,17.5,65.1,29.2,35.9,NA,NA,NA,NA,NA,NA,76.5,NA,71.6,NA,4.9,NA,NA,NA,NA,NA,0,0
2015-16,3619_0108,Carson Academy,Traditional Public,District Operated,35.1,Fails to Meet Expectations,K3,8,K-8,Elementary School,425,75766,0,0.02,0.92,0.04,0,0.01,0.01,0.25,0.89,0,NA,0,17,10.5,6.5,25.2,11.2,14,56,25.5,30.5,NA,NA,NA,75.6,NA,71.8,2.3,1.5,NA,NA,NA,NA,NA,0,0
2015-16,3619_0178,Carver Academy,Traditional Public,District Operated,64.9,Meets Expectations,K3,8,K-8,Elementary School,427,75766,0,0,0.95,0.03,0,0.01,0.01,0.23,0.96,0,NA,0,14.8,7.2,7.6,79.4,39.7,39.7,62.5,28.6,33.9,NA,NA,NA,71.3,NA,69.2,1.1,1,NA,NA,NA,NA,NA,0,0
2015-16,3619_0104,Cass Street Elementary,Traditional Public,District Operated,35.3,Fails to Meet Expectations,K3,8,K-8,Elementary School,356,75766,0.01,0.01,0.87,0.05,0,0.05,0.01,0.21,0.88,0.01,NA,0,25.9,13.4,12.5,34.7,11.2,23.5,38.1,16.7,21.4,NA,NA,NA,75.5,NA,71.4,2.1,2,NA,NA,NA,NA,NA,0,0
2015-16,3619_0110,Clarke Street Elementary,Traditional Public,District Operated,43.5,Fails to Meet Expectations,K3,8,K-8,Elementary School,308,75766,0,0.01,0.97,0.01,0,0,0.01,0.3,0.98,0,NA,0,18.9,10.6,8.3,30.9,18.8,12.1,60.5,31.4,29.1,NA,NA,NA,74.1,NA,71.2,1.6,1.3,NA,NA,NA,NA,NA,0,0
2015-16,3619_0114,Clemens Elementary,Traditional Public,District Operated,45.4,Fails to Meet Expectations,K3,5,K-5,Elementary School,293,75766,0.01,0.01,0.93,0.03,0,0.01,0,0.17,0.97,0.01,NA,0,21.7,11.7,10,41.3,27.3,14,46.6,25.8,20.8,NA,NA,NA,76.3,NA,71.7,4.6,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0113,Clement Avenue Elementary,Traditional Public,District Operated,61.9,Meets Few Expectations,K3,8,K-8,Elementary School,437,75766,0.01,0.04,0.09,0.29,0,0.55,0.03,0.15,0.6,0,NA,0.04,57,31.7,25.3,47.1,32.1,15,66.5,37,29.5,NA,NA,NA,83.4,NA,73.1,7.3,3,NA,NA,NA,NA,NA,0,0
2015-16,3619_0416,Community High School,Instrumentality Charter,District Operated,30.7,Fails to Meet Expectations,9,12,9-12,High School,248,75766,0.01,0.02,0.91,0.02,0,0.04,0,0.3,0.85,0.01,NA,0,11.8,8.2,3.6,NA,NA,NA,57.6,13.2,16.7,NA,NA,27.7,64.6,64.6,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2015-16,3619_0116,Congress Elementary,Traditional Public,District Operated,61.1,Meets Few Expectations,K3,8,K-8,Elementary School,766,75766,0,0,0.96,0.01,0,0.01,0,0.18,0.81,0,NA,0,26.2,13.8,12.4,57.5,34.9,22.6,58.4,28.1,30.3,NA,NA,NA,77.3,NA,72.1,2.7,2.5,NA,NA,NA,NA,NA,0,0
