school_year,dpi_true_id,school_name,accurate_agency_type,broad_agency_type,overall_score,overall_rating,lowest_grade,highest_grade,grade_band,school_type,school_enrollment,district_enrollment,per_am_in,per_asian,per_b_aa,per_hisp_lat,per_nh_opi,per_white,per_tom,per_swd,per_ed,per_lep,per_choice,per_open,sch_ach,sch_ela_ach,sch_math_ach,sch_growth,sch_ela_growth,sch_math_growth,sch_cg,sch_ela_cg,sch_math_cg,sch_4y_grad_gap,sch_6y_grad_gap,sch_grad_gap,sch_ot,sch_grad_rate,sch_att_rate,sch_3rd_ela,sch_8th_math,ach_weight,growth_weight,cg_weight,ot_weight,report_card_type,cg_redacted,has_2_rc
2016-17,3619_0237,Kilbourn Elementary,Traditional Public,District Operated,81.5,Exceeds Expectations,K3,5,K-5,Elementary School,252,76583,0,0.02,0.91,0.03,0.02,0.01,0.01,0.19,0.95,0,NA,0,38.1,20.7,17.4,75.6,39.7,35.9,99.9,49.9,50,NA,NA,NA,82.2,NA,73.3,8.9,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0020,King International,Traditional Public,District Operated,70,Meets Expectations,9,12,9-12,Elementary/Secondary School,1525,76583,0,0.1,0.57,0.12,0,0.2,0.01,0.11,0.48,0,NA,0.01,60.5,35.4,25.1,NA,NA,NA,68.7,18.7,17.8,13.7,18.5,32.2,91.4,91.4,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0210,King International Baccalaureate Middle,Traditional Public,District Operated,60.5,Meets Few Expectations,6,8,6-8,Middle School,402,76583,0,0.04,0.91,0.02,0,0.01,0.02,0.16,0.86,0.01,NA,0,26.2,16.7,9.5,59.4,33,26.4,74.6,37.6,37,NA,NA,NA,75.1,NA,70.8,NA,4.3,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0199,King Jr Elementary,Traditional Public,District Operated,54.1,Meets Few Expectations,K3,8,K-8,Elementary School,354,76583,0.01,0,0.96,0.02,0,0.01,0.01,0.28,0.98,0,NA,0,10.4,5.8,4.6,53.7,23.5,30.2,65.8,27.4,38.4,NA,NA,NA,72,NA,70.4,0.8,0.8,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0337,Kluge Elementary,Traditional Public,District Operated,58.9,Meets Few Expectations,K3,5,K-5,Elementary School,293,76583,0,0.06,0.78,0.06,0,0.06,0.03,0.3,0.96,0.06,NA,0,26.6,12.2,14.4,48.9,15.9,33,66.2,29.5,36.7,NA,NA,NA,75.9,NA,71.7,4.2,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_1121,La Causa Charter School,Non-Instrumentality Charter,Independently Operated,77.7,Exceeds Expectations^,K4,8,K-8,Elementary School,805,76583,0,0,0.02,0.97,0,0.01,0,0.13,0.95,0.51,NA,0.02,32.5,18.3,14.3,80.3,43.5,36.8,77.9,39.8,38.1,NA,NA,NA,81.8,NA,75.1,3.6,3.1,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0296,Lad Lake Synergy School,Partnership,Independently Operated,NA,Alternate Rating - Needs Improvement,6,12,6-12,Elementary/Secondary School,59,76583,0,0.03,0.68,0.2,0,0.05,0.03,0.32,1,0.15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0238,LaFollette Elementary,Traditional Public,District Operated,46.7,Fails to Meet Expectations,K3,8,K-8,Elementary School,210,76583,0.01,0,0.94,0.02,0,0,0.02,0.32,1,0,NA,0,14.4,6.6,7.8,40.4,14,26.4,59.6,27,32.6,NA,NA,NA,71.7,NA,69,1.2,1.5,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0241,Lancaster Elementary,Traditional Public,District Operated,36.9,Fails to Meet Expectations^,K3,8,K-8,Elementary School,269,76583,0,0.04,0.87,0.05,0,0.02,0.01,0.24,0.94,0,NA,0,13.4,8.8,4.6,16.6,10.2,6.4,63.2,28.8,34.4,NA,NA,NA,71.7,NA,69.5,1.6,0.6,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0250,Lincoln Avenue Elementary,Traditional Public,District Operated,59.1,Meets Few Expectations,K3,5,K-5,Elementary School,518,76583,0.02,0.01,0.17,0.72,0,0.05,0.03,0.25,0.98,0.31,NA,0.01,29.9,13.8,16.2,49.9,19.7,30.2,63.9,29.5,34.4,NA,NA,NA,76.7,NA,71.8,4.9,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0006,Lincoln Middle,Traditional Public,District Operated,48.4,Fails to Meet Expectations,6,8,6-8,Middle School,707,76583,0,0.01,0.69,0.27,0,0.01,0.02,0.26,0.9,0.13,NA,0,18.8,12.1,6.7,44.1,28.2,15.9,55.8,26,29.8,NA,NA,NA,74.5,NA,72.1,NA,2.4,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0256,Longfellow Elementary,Traditional Public,District Operated,65.9,Meets Expectations,K3,8,K-8,Elementary School,880,76583,0.01,0,0.16,0.78,0,0.04,0.01,0.24,0.99,0.3,NA,0.02,36.9,21.1,15.8,69.9,37.8,32.1,71.3,36,35.3,NA,NA,NA,79,NA,72.4,4.2,2.4,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0257,Lowell Elementary,Traditional Public,District Operated,58.9,Meets Few Expectations,K3,5,K-5,Elementary School,268,76583,0.01,0.07,0.25,0.43,0,0.21,0.03,0.2,0.83,0.01,NA,0.03,51.1,23.9,27.2,49.8,21.6,28.2,51.5,21.2,30.3,NA,NA,NA,84.4,NA,74,10.4,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0870,MacDowell Montessori School K3-12,Traditional Public,District Operated,59.5,Meets Few Expectations,K3,12,K-12,Elementary/Secondary School,728,76583,0.01,0.03,0.57,0.1,0,0.22,0.07,0.18,0.67,0,NA,0.03,26.1,16.7,9.4,62.2,28.2,34,63.4,16.9,17.6,28.9,NA,28.9,77.4,72.1,NA,3.9,1.4,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0265,Manitoba Elementary,Traditional Public,District Operated,52.4,Fails to Meet Expectations^,K3,8,K-8,Elementary School,589,76583,0.01,0.09,0.18,0.51,0,0.13,0.07,0.22,0.85,0.1,NA,0.03,29.4,16.8,12.6,51.8,30.2,21.6,54.1,28.3,25.8,NA,NA,NA,76.4,NA,71.8,2.8,1.8,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0267,Maple Tree Elementary,Traditional Public,District Operated,42.2,Fails to Meet Expectations^,K3,5,K-5,Elementary School,290,76583,0,0.04,0.84,0.04,0,0.04,0.03,0.24,0.99,0,NA,0,15.8,8.5,7.4,22.4,9.3,13.1,71.3,36.5,34.8,NA,NA,NA,74,NA,71.2,2.8,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0008,Marshall High,Traditional Public,District Operated,NA,Alternate Rating - Needs Improvement,9,12,9-12,High School,880,76583,0,0.07,0.83,0.03,0,0.06,0.02,0.33,0.86,0.02,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0268,Maryland Montessori,Traditional Public,District Operated,71.3,Meets Expectations,K3,8,K-8,Elementary School,433,76583,0,0.08,0.21,0.07,0,0.57,0.07,0.12,0.24,0,NA,0.06,65.9,37.3,28.7,69.9,34,35.9,60.8,33.1,27.7,NA,NA,NA,89.8,NA,75.6,7.5,6.7,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0176,Meir School,Traditional Public,District Operated,76.1,Exceeds Expectations,3,11,"NA",Elementary/Secondary School,1029,76583,0,0.05,0.61,0.11,0,0.19,0.04,0.06,0.52,0,NA,0.03,77.2,41.8,35.4,64.2,34,30.2,79.5,50,29.5,NA,NA,NA,89.3,NA,73.7,8.4,7.2,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0525,Metcalfe Elementary,Traditional Public,District Operated,54.5,Meets Few Expectations,K3,8,K-8,Elementary School,274,76583,0,0.01,0.9,0.06,0,0.01,0.03,0.27,0.97,0,NA,0,11.3,6.2,5.1,53.7,17.8,35.9,66.7,28.8,37.9,NA,NA,NA,72.2,NA,70.4,1.1,0.7,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0103,Milwaukee Academy of Chinese Language,Traditional Public,District Operated,53.9,Meets Few Expectations,K3,8,K-8,Elementary School,435,76583,0,0.27,0.67,0.02,0,0.02,0.02,0.18,0.94,0.28,NA,0,20.7,12.1,8.6,49.9,34,15.9,66.5,31,35.5,NA,NA,NA,75.4,NA,71.5,3.2,0.7,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0123,Milwaukee College Preparatory School -- 36th Street Campus,Non-Instrumentality Charter,Independently Operated,NA,Alternate Rating - Satisfactory Progress,K4,8,K-8,Elementary School,501,76583,0,0,0.96,0.01,0,0.01,0.02,0.1,0.76,0,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0111,Milwaukee College Preparatory School -- 38th Street,Non-Instrumentality Charter,Independently Operated,94.7,Significantly Exceeds Expectations,K4,8,K-8,Elementary School,497,76583,0,0,0.96,0.02,0,0,0.02,0.11,0.86,0,NA,0,58.8,32,26.9,100,50,50,100,50,50,NA,NA,NA,87.2,NA,76.5,7.6,3.1,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0145,Milwaukee College Preparatory School -- Lloyd Street,Non-Instrumentality Charter,Independently Operated,93.5,Significantly Exceeds Expectations,K4,8,K-8,Elementary School,477,76583,0,0,0.94,0.05,0,0.01,0.01,0.13,0.89,0,NA,0,56.7,30.1,26.6,97.3,50,47.3,100,50,50,NA,NA,NA,87.4,NA,75.9,6.7,4.8,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0121,Milwaukee College Preparatory School: Lola Rowe North Campus,Non-Instrumentality Charter,Independently Operated,NA,Alternate Rating - Satisfactory Progress,K4,8,K-8,Elementary School,488,76583,0,0,0.94,0.03,0,0.01,0.02,0.09,0.88,0,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0441,Milwaukee Community Cyber High,Non-Instrumentality Charter,Independently Operated,50.1,Fails to Meet Expectations,9,12,9-12,High School,186,76583,0.02,0,0.5,0.37,0,0.11,0,0.16,0.9,0.05,NA,0.01,19.2,12.5,6.7,NA,NA,NA,69.1,NA,NA,29.2,39.9,69.1,73.9,73.9,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0315,Milwaukee County Youth Education Center,Traditional Public,District Operated,NA,Alternate Rating - Needs Improvement,6,12,6-12,Elementary/Secondary School,42,76583,0,0,0.86,0.1,0,0.05,0,0.1,0.64,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0118,Milwaukee Environmental Science Academy,Non-Instrumentality Charter,Independently Operated,77.3,Exceeds Expectations,K4,8,K-8,Elementary School,390,76583,0,0.01,0.93,0.01,0,0.04,0,0.17,0.89,0,NA,0,26.5,17.3,9.3,74.6,48.2,26.4,89.7,49.6,40.1,NA,NA,NA,80,NA,74.2,5.8,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0885,Milwaukee Excellence Charter School,Non-Instrumentality Charter,Independently Operated,NA,Alternate Rating - Satisfactory Progress,6,12,6-12,Elementary/Secondary School,87,76583,0,0,0.95,0.02,0,0.01,0.01,0.17,0.83,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0140,Milwaukee French Immersion,Traditional Public,District Operated,64.4,Meets Expectations^,K3,5,K-5,Elementary School,578,76583,0,0.01,0.6,0.06,0,0.28,0.04,0.06,0.58,0,NA,0.09,57.7,34.9,22.8,49,39.7,9.3,67.5,35.8,31.7,NA,NA,NA,88.6,NA,76.1,12.5,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0146,Milwaukee German Immersion,Traditional Public,District Operated,70.3,Meets Expectations,K3,5,K-5,Elementary School,621,76583,0.01,0.02,0.21,0.05,0,0.66,0.06,0.07,0.22,0,NA,0.13,75.2,38.2,37,68.9,29.2,39.7,44.3,24.1,20.2,NA,NA,NA,90.5,NA,76.9,13.6,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0038,Milwaukee High School of the Arts,Traditional Public,District Operated,48.5,Fails to Meet Expectations,9,12,9-12,High School,916,76583,0.01,0.09,0.63,0.14,0,0.12,0.01,0.17,0.68,0.1,NA,0.03,29.5,21.8,7.7,NA,NA,NA,58.8,11.9,13.4,13.8,19.7,33.5,90.8,90.8,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0362,Milwaukee Parkside School,Traditional Public,District Operated,70.6,Meets Expectations,K3,8,K-8,Elementary School,792,76583,0.02,0.09,0.17,0.39,0,0.3,0.03,0.24,0.74,0.07,NA,0.04,43.5,25.9,17.6,65.1,35.9,29.2,75.6,40.3,35.3,NA,NA,NA,80.9,NA,73.1,4.4,3.4,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0071,Milwaukee School of Languages,Traditional Public,District Operated,66.9,Meets Expectations,6,12,6-12,Elementary/Secondary School,1191,76583,0.01,0.06,0.51,0.13,0,0.26,0.03,0.16,0.51,0.02,NA,0.02,49.7,30.1,19.6,65,36.8,28.2,64.4,15.2,14,15.2,20,35.2,81.7,73.6,NA,NA,8.1,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0226,Milwaukee Sign Language Elementary,Traditional Public,District Operated,51.1,Fails to Meet Expectations,K3,8,K-8,Elementary School,525,76583,0.01,0.07,0.75,0.09,0,0.06,0.01,0.26,0.85,0.01,NA,0.03,18.4,10.2,8.2,41.3,21.6,19.7,71.5,35,36.5,NA,NA,NA,74.8,NA,72,1.9,0.9,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0167,Milwaukee Spanish Immersion,Traditional Public,District Operated,76.5,Exceeds Expectations,K3,5,K-5,Elementary School,634,76583,0,0,0.28,0.58,0,0.12,0.02,0.14,0.65,0,NA,0.07,69.1,38.2,30.9,72.6,50,22.6,73.5,44.4,29.1,NA,NA,NA,87.9,NA,73.4,14.5,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0274,Mitchell Elementary,Traditional Public,District Operated,55.9,Meets Few Expectations,K3,8,K-8,Elementary School,689,76583,0.01,0.01,0.11,0.81,0,0.04,0.01,0.21,0.94,0.3,NA,0.01,27.6,15.1,12.5,55.5,28.2,27.3,62.2,31.9,30.3,NA,NA,NA,76.1,NA,71,2.9,2.2,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0277,Morgandale Elementary,Traditional Public,District Operated,73.3,Exceeds Expectations,K3,8,K-8,Elementary School,567,76583,0,0.02,0.06,0.81,0,0.09,0.01,0.21,0.81,0.07,NA,0.04,42.8,24,18.8,73.6,36.8,36.8,71.7,36.2,35.5,NA,NA,NA,80.4,NA,73.6,3.6,3.2,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0052,Morse Mid,Traditional Public,District Operated,NA,Alternate Rating - Needs Improvement,6,9,6-8,Middle School,290,76583,0,0.16,0.77,0.03,0,0.02,0.02,0.26,0.85,0.04,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0283,Neeskara Elementary,Traditional Public,District Operated,83.4,Significantly Exceeds Expectations,K3,5,K-5,Elementary School,359,76583,0,0.06,0.72,0.13,0,0.04,0.04,0.29,0.9,0.02,NA,0.02,36.3,19,17.3,95.5,49.2,46.3,74.8,35,39.8,NA,NA,NA,79.5,NA,73.4,6.1,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0027,New School for Community Service,Traditional Public,District Operated,34.6,Fails to Meet Expectations,11,12,9-12,High School,149,76583,0.01,0,0.87,0.07,0,0.01,0.03,0.22,0.92,0.01,NA,0,7,4.9,2.1,NA,NA,NA,67.4,20.5,20.8,12.7,13.4,26.1,74,74,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0289,Ninety-Fifth Street Elementary,Traditional Public,District Operated,71.1,Meets Expectations,K3,5,K-5,Elementary School,390,76583,0.01,0.08,0.55,0.12,0,0.18,0.07,0.16,0.62,0,NA,0.01,45.8,22.9,22.9,60.3,33,27.3,81.8,40.3,41.5,NA,NA,NA,86.3,NA,75.5,10.8,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0419,North Division High 0419,Traditional Public,District Operated,22,Fails to Meet Expectations,9,12,9-12,High School,412,76583,0,0,0.96,0.02,0,0,0.01,0.34,0.92,0,NA,0,9.2,6.8,2.5,NA,NA,NA,52.5,12.3,18.5,9.7,12,21.7,36.4,36.4,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_1072,NOVA-Northwest Opportunities Vocational Academy,Partnership,Independently Operated,NA,Alternate Rating - Needs Improvement,7,12,6-12,Elementary/Secondary School,117,76583,0,0,0.95,0.03,0,0.02,0,0.26,0.92,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0474,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,Non-Instrumentality Charter,Independently Operated,NA,Alternate Rating - Satisfactory Progress,9,12,9-12,High School,80,76583,0,0,0.95,0.03,0,0.03,0,0.21,0.82,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0840,Obama School of Career and Technical Education,Traditional Public,District Operated,42,Fails to Meet Expectations,K3,12,K-12,Elementary/Secondary School,688,76583,0,0,0.95,0.03,0,0.01,0.01,0.3,0.91,0,NA,0,11.6,7.5,4.2,35.6,15.9,19.7,81.1,38.4,42.7,NA,NA,NA,40.3,39.3,NA,0.5,0.5,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0301,Parkview Elementary,Traditional Public,District Operated,69.1,Meets Expectations^,K3,5,K-5,Elementary School,458,76583,0,0.36,0.54,0.05,0,0.03,0.03,0.13,0.91,0.22,NA,0,31.2,12.3,18.9,67,29.2,37.8,71.5,32.6,38.9,NA,NA,NA,77.9,NA,72.9,5,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0307,Pierce Elementary,Traditional Public,District Operated,46.8,Fails to Meet Expectations,K3,5,K-5,Elementary School,428,76583,0,0,0.64,0.29,0,0.03,0.04,0.21,0.96,0.1,NA,0,25.6,12.6,13.1,36.6,23.5,13.1,59.4,32.4,27,NA,NA,NA,76.7,NA,71.9,4.8,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0325,Pratt Elementary,Traditional Public,District Operated,82.9,Exceeds Expectations^,K3,5,K-5,Elementary School,264,76583,0,0,0.94,0.03,0,0,0.03,0.19,0.95,0,NA,0,38.6,19,19.6,83.1,38.7,44.4,92,43.1,48.9,NA,NA,NA,82.3,NA,73.8,8.5,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0458,Project STAY-Supporting Teachers and Youth,Traditional Public,District Operated,NA,Alternate Rating - Needs Improvement,9,12,9-12,High School,243,76583,0.01,0,0.86,0.08,0,0.04,0,0.13,0.83,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0026,Pulaski High,Traditional Public,District Operated,25.7,Fails to Meet Expectations,9,12,9-12,High School,868,76583,0.01,0.11,0.45,0.36,0,0.06,0.01,0.25,0.81,0.3,NA,0.01,11.8,7.7,4.1,NA,NA,NA,50.6,12,16.1,12.3,10.2,22.5,53.5,53.5,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0435,Reagan College Preparatory High,Traditional Public,District Operated,74.2,Exceeds Expectations,9,12,9-12,High School,1304,76583,0.01,0.06,0.1,0.5,0,0.32,0,0.13,0.43,0.02,NA,0.04,66.3,39.1,27.2,NA,NA,NA,71.7,19.2,18.2,16.7,17.6,34.3,95.1,95.1,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0313,Riley Elementary,Traditional Public,District Operated,70.1,Meets Expectations,K3,5,K-5,Elementary School,486,76583,0.01,0.01,0.11,0.8,0,0.06,0.01,0.22,0.88,0.47,NA,0.03,29.7,14.5,15.2,66.9,16.9,50,75.6,36.7,38.9,NA,NA,NA,78.4,NA,72.1,6.3,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0194,River Trail Elementary,Traditional Public,District Operated,61.6,Meets Few Expectations^,K3,8,K-8,Elementary School,460,76583,0,0.07,0.79,0.07,0,0.04,0.03,0.21,0.97,0.04,NA,0,22.9,12.8,10.1,58.4,28.2,30.2,60.3,26.7,33.6,NA,NA,NA,76.2,NA,72.1,1.9,2.2,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0029,Riverside High,Traditional Public,District Operated,47.6,Fails to Meet Expectations,9,12,9-12,High School,1498,76583,0,0.09,0.69,0.17,0,0.04,0.01,0.17,0.8,0.06,NA,0,26.9,18.9,8,NA,NA,NA,59.6,14,14.2,14.1,17.3,31.4,90,90,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0177,Rogers Street Academy,Traditional Public,District Operated,71.9,Meets Expectations,K3,8,K-8,Elementary School,647,76583,0,0,0.12,0.83,0,0.04,0.01,0.2,1,0.34,NA,0.03,31.1,16.6,14.5,72.7,35.9,36.8,71.3,35.8,35.5,NA,NA,NA,79.2,NA,72.8,3.1,3.3,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0059,Roosevelt Middle,Traditional Public,District Operated,49.9,Fails to Meet Expectations,6,8,6-8,Middle School,339,76583,0,0,0.91,0.04,0.01,0.01,0.03,0.26,0.92,0.01,NA,0,13.5,8.8,4.8,46.1,20.7,25.4,64.9,29.1,35.8,NA,NA,NA,69.1,NA,67,NA,2.1,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_1074,Shalom High,Partnership,Independently Operated,NA,Alternate Rating - Needs Improvement,9,12,9-12,High School,125,76583,0.01,0,0.94,0.02,0,0.02,0.02,0.14,0.89,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0319,Sherman Elementary,Traditional Public,District Operated,60.7,Meets Few Expectations,K3,8,K-8,Elementary School,324,76583,0,0.01,0.92,0.03,0,0.01,0.02,0.21,1,0,NA,0,19.4,13.1,6.3,62.3,35.9,26.4,71.7,34.5,37.2,NA,NA,NA,75.2,NA,72.1,1.8,1.3,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0107,Siefert Elementary,Traditional Public,District Operated,60,Meets Few Expectations,K3,5,K-5,Elementary School,272,76583,0,0.02,0.92,0.02,0,0.02,0.01,0.16,0.98,0,NA,0,22.5,12.3,10.3,52.7,29.2,23.5,64.1,33.1,31,NA,NA,NA,76.6,NA,73,3.6,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0032,South Division High,Traditional Public,District Operated,30.4,Fails to Meet Expectations,9,12,9-12,High School,1266,76583,0.01,0.14,0.29,0.51,0,0.05,0.01,0.25,0.93,0.44,NA,0.01,15.3,10.2,5.2,NA,NA,NA,60,15.7,19.4,13.6,11.3,24.9,51.3,51.3,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_1086,Southeastern,Partnership,Independently Operated,NA,Alternate Rating - Needs Improvement,6,8,6-8,Middle School,18,76583,0,0,0.94,0.06,0,0,0,0.28,0.89,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0312,Starms Discovery,Traditional Public,District Operated,55.5,Meets Few Expectations,1,8,K-8,Elementary School,327,76583,0,0,0.96,0.02,0,0.01,0.01,0.3,1,0,NA,0,15.4,9,6.4,56.6,22.6,34,63.7,29.3,34.4,NA,NA,NA,73.2,NA,70.7,1.2,1.3,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0343,Story Elementary,Traditional Public,District Operated,57.3,Meets Few Expectations,K3,8,K-8,Elementary School,399,76583,0,0.32,0.59,0.06,0,0.02,0.01,0.11,0.96,0.33,NA,0,22.3,13.3,9,53.6,28.2,25.4,71.8,34.8,37,NA,NA,NA,76.4,NA,72.4,2.4,1.6,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0344,Stuart Elementary,Traditional Public,District Operated,62.6,Meets Few Expectations,K3,5,K-5,Elementary School,301,76583,0,0.18,0.67,0.04,0,0.07,0.04,0.2,0.93,0.12,NA,0,28.5,15.6,12.9,52.8,32.1,20.7,68.4,35.5,32.9,NA,NA,NA,81.3,NA,74.4,6.9,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0360,Thoreau Elementary,Traditional Public,District Operated,49,Fails to Meet Expectations,K3,8,K-8,Elementary School,444,76583,0,0.02,0.92,0.03,0,0.01,0.03,0.2,0.83,0,NA,0.01,19.7,13.2,6.5,43.2,25.4,17.8,63.4,30.3,33.1,NA,NA,NA,70.9,NA,67.9,2.4,0.6,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0154,Thurston Woods Elementary,Traditional Public,District Operated,67.9,Meets Expectations,K3,8,K-8,Elementary School,396,76583,0.01,0,0.92,0.03,0,0.01,0.02,0.19,0.93,0,NA,0,21.9,11.8,10.1,75.5,34.9,40.6,74.1,35,39.1,NA,NA,NA,77.1,NA,72.7,2.4,2,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0365,Townsend Street Elementary,Traditional Public,District Operated,41.1,Fails to Meet Expectations^,K3,8,K-8,Elementary School,292,76583,0,0,0.94,0.03,0,0.01,0.02,0.3,0.97,0,NA,0,13.7,8.8,4.9,28,17.8,10.2,58.9,29.8,29.1,NA,NA,NA,72.3,NA,69.5,2,0.8,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0433,Transition High,Traditional Public,District Operated,NA,Alternate Rating - Satisfactory Progress,9,12,9-12,High School,171,76583,0,0,0.96,0.03,0,0.01,0.01,0.09,0.83,0.01,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Public - All Students,0,0
2016-17,3619_0368,Trowbridge Street Elementary,Traditional Public,District Operated,75.1,Exceeds Expectations,K3,8,K-8,Elementary School,264,76583,0.02,0.01,0.19,0.43,0,0.3,0.06,0.22,0.82,0.01,NA,0.07,43.5,24,19.6,86.9,44.4,42.5,76.1,39.1,37,NA,NA,NA,79,NA,72.3,3.4,3.3,NA,NA,NA,NA,Public - All Students,0,0
