school_year,dpi_true_id,school_name,accurate_agency_type,total_enrollment
2020-21,0000_2880,Mary Queen of Saints Catholic Academy,SNSP,3
2020-21,0000_1606,Messmer Catholic Schools,MPCP,1212
2020-21,0000_1606,Messmer Catholic Schools,SNSP,7
2020-21,0000_1870,Milwaukee Lutheran High School,MPCP,773
2020-21,0000_1870,Milwaukee Lutheran High School,SNSP,37
2020-21,0000_1873,Milwaukee Seventh Day Adventist School,MPCP,174
2020-21,0000_1873,Milwaukee Seventh Day Adventist School,SNSP,NA
2020-21,0000_1910,Mother of Good Counsel School,MPCP,192
2020-21,0000_1910,Mother of Good Counsel School,SNSP,NA
2020-21,0000_1930,Mount Calvary Lutheran School,MPCP,167
2020-21,0000_1930,Mount Calvary Lutheran School,SNSP,NA
2020-21,0000_1980,Mount Lebanon Lutheran School,MPCP,227
2020-21,0000_1980,Mount Lebanon Lutheran School,SNSP,NA
2020-21,0000_1990,Mount Olive Lutheran School - Milwaukee,MPCP,144
2020-21,0000_1990,Mount Olive Lutheran School - Milwaukee,SNSP,NA
2020-21,0000_1996,Nativity Jesuit Academy,MPCP,234
2020-21,0000_1996,Nativity Jesuit Academy,SNSP,NA
2020-21,0000_1327,New Testament Christian Academy,MPCP,137
2020-21,0000_1327,New Testament Christian Academy,SNSP,NA
2020-21,0000_1575,Northwest Catholic School,MPCP,174
2020-21,0000_1575,Northwest Catholic School,SNSP,2
2020-21,0000_2030,Northwest Lutheran School,MPCP,222
2020-21,0000_2030,Northwest Lutheran School,SNSP,5
2020-21,0000_1095,Notre Dame School of Milwaukee,MPCP,515
2020-21,0000_1095,Notre Dame School of Milwaukee,SNSP,8
2020-21,0000_2105,Our Father's Lutheran School,MPCP,19
2020-21,0000_2105,Our Father's Lutheran School,SNSP,NA
2020-21,0000_2240,Our Lady Queen of Peace,MPCP,164
2020-21,0000_2240,Our Lady Queen of Peace,SNSP,NA
2020-21,0000_2292,Pilgrim Evangelical Lutheran School - Menomonee Falls,MPCP,5
2020-21,0000_2292,Pilgrim Evangelical Lutheran School - Menomonee Falls,SNSP,NA
2020-21,0000_2291,Pilgrim Lutheran School - Wauwatosa,MPCP,237
2020-21,0000_2291,Pilgrim Lutheran School - Wauwatosa,SNSP,3
2020-21,0000_2300,Pius XI Catholic High School,MPCP,436
2020-21,0000_2300,Pius XI Catholic High School,SNSP,14
2020-21,0000_1205,Prince of Peace,MPCP,370
2020-21,0000_1205,Prince of Peace,SNSP,2
2020-21,0000_1530,"Right Step, Inc.",MPCP,46
2020-21,0000_1530,"Right Step, Inc.",SNSP,NA
2020-21,0000_1351,Risen Savior Lutheran School,MPCP,241
2020-21,0000_1351,Risen Savior Lutheran School,SNSP,16
2020-21,0000_2750,Saint Adalbert School,MPCP,399
2020-21,0000_2750,Saint Adalbert School,SNSP,NA
2020-21,0000_2800,Saint Agnes School,MPCP,85
2020-21,0000_2800,Saint Agnes School,SNSP,NA
2020-21,0000_3100,Saint Anthony School - Milwaukee,MPCP,1455
2020-21,0000_3100,Saint Anthony School - Milwaukee,SNSP,30
2020-21,0000_1745,Saint Augustine Preparatory Academy - Milwaukee,MPCP,1296
2020-21,0000_1745,Saint Augustine Preparatory Academy - Milwaukee,SNSP,101
2020-21,0000_3410,Saint Catherine School,MPCP,133
2020-21,0000_3410,Saint Catherine School,SNSP,NA
2020-21,0000_3455,Saint Charles Borromeo Catholic School - Milwaukee,MPCP,129
2020-21,0000_3455,Saint Charles Borromeo Catholic School - Milwaukee,SNSP,2
2020-21,0000_3935,Saint Gregory the Great Parish School,MPCP,178
2020-21,0000_3935,Saint Gregory the Great Parish School,SNSP,NA
2020-21,0000_4070,Saint Jacobi Lutheran School,MPCP,43
2020-21,0000_4070,Saint Jacobi Lutheran School,SNSP,NA
2020-21,0000_4210,Saint Joan Antida High School,MPCP,153
2020-21,0000_4210,Saint Joan Antida High School,SNSP,NA
2020-21,0000_2850,Saint John Paul II School - Milwaukee,MPCP,243
2020-21,0000_2850,Saint John Paul II School - Milwaukee,SNSP,NA
2020-21,0000_4560,Saint John the Evangelist - Greenfield,MPCP,42
2020-21,0000_4560,Saint John the Evangelist - Greenfield,SNSP,0
2020-21,0000_4460,Saint John's Lutheran School - Glendale,MPCP,50
2020-21,0000_4460,Saint John's Lutheran School - Glendale,SNSP,NA
2020-21,0000_4450,Saint John's Lutheran School - Lannon,MPCP,3
2020-21,0000_4450,Saint John's Lutheran School - Lannon,SNSP,3
2020-21,0000_4655,Saint John's Lutheran School - Milwaukee,MPCP,216
2020-21,0000_4655,Saint John's Lutheran School - Milwaukee,SNSP,NA
2020-21,0000_4950,Saint Josaphat Parish School,MPCP,166
2020-21,0000_4950,Saint Josaphat Parish School,SNSP,NA
2020-21,0000_8224,Saint Joseph Academy - Milwaukee,MPCP,455
2020-21,0000_8224,Saint Joseph Academy - Milwaukee,SNSP,NA
2020-21,0000_4980,Saint Joseph School - Wauwatosa,MPCP,46
2020-21,0000_4980,Saint Joseph School - Wauwatosa,SNSP,NA
2020-21,0000_5640,Saint Lucas Lutheran School,MPCP,110
2020-21,0000_5640,Saint Lucas Lutheran School,SNSP,8
2020-21,0000_5710,Saint Marcus Lutheran School,MPCP,739
2020-21,0000_5710,Saint Marcus Lutheran School,SNSP,80
2020-21,0000_5720,Saint Margaret Mary School,MPCP,128
2020-21,0000_5720,Saint Margaret Mary School,SNSP,NA
2020-21,0000_5830,Saint Martini Lutheran School,MPCP,153
2020-21,0000_5830,Saint Martini Lutheran School,SNSP,4
2020-21,0000_6690,Saint Matthias Parish School,MPCP,97
2020-21,0000_6690,Saint Matthias Parish School,SNSP,NA
2020-21,0000_7135,Saint Paul's Lutheran School - Cudahy,MPCP,9
2020-21,0000_7135,Saint Paul's Lutheran School - Cudahy,SNSP,NA
2020-21,0000_7265,Saint Paul's Lutheran School - Muskego,MPCP,8
2020-21,0000_7265,Saint Paul's Lutheran School - Muskego,SNSP,NA
2020-21,0000_7240,Saint Paul's Lutheran School - West Allis,MPCP,41
2020-21,0000_7240,Saint Paul's Lutheran School - West Allis,SNSP,NA
2020-21,0000_7400,Saint Peter Immanuel Lutheran School - Milwaukee,MPCP,87
2020-21,0000_7400,Saint Peter Immanuel Lutheran School - Milwaukee,SNSP,NA
2020-21,0000_1302,Saint Philip's Lutheran School,MPCP,124
2020-21,0000_1302,Saint Philip's Lutheran School,SNSP,NA
2020-21,0000_1200,Saint Rafael the Archangel School,MPCP,331
2020-21,0000_1200,Saint Rafael the Archangel School,SNSP,7
2020-21,0000_7670,Saint Roman Parish School,MPCP,292
2020-21,0000_7670,Saint Roman Parish School,SNSP,NA
2020-21,0000_7720,Saint Sebastian School,MPCP,218
2020-21,0000_7720,Saint Sebastian School,SNSP,NA
2020-21,0000_7980,Saint Thomas Aquinas Academy - Milwaukee,MPCP,136
2020-21,0000_7980,Saint Thomas Aquinas Academy - Milwaukee,SNSP,NA
2020-21,0000_8371,Saint Thomas More High School,MPCP,254
2020-21,0000_8371,Saint Thomas More High School,SNSP,NA
2020-21,0000_3160,Saint Vincent Pallotti Catholic School,MPCP,160
2020-21,0000_3160,Saint Vincent Pallotti Catholic School,SNSP,NA
2020-21,0000_8075,Salam School,MPCP,825
2020-21,0000_8075,Salam School,SNSP,NA
2020-21,0000_8080,Salem Evangelical Lutheran School,MPCP,158
2020-21,0000_8080,Salem Evangelical Lutheran School,SNSP,NA
2020-21,0000_1704,"Shining Star Christian Schools, Inc.",MPCP,423
2020-21,0000_1704,"Shining Star Christian Schools, Inc.",SNSP,0
2020-21,0000_8217,Siloah Lutheran School,MPCP,70
2020-21,0000_8217,Siloah Lutheran School,SNSP,NA
2020-21,0000_8358,Star of Bethlehem Evangelical Lutheran School,MPCP,1
2020-21,0000_8358,Star of Bethlehem Evangelical Lutheran School,SNSP,NA
2020-21,0000_1048,Tamarack Waldorf School,MPCP,178
2020-21,0000_1048,Tamarack Waldorf School,SNSP,13
2020-21,0000_1776,The City School,MPCP,146
2020-21,0000_1776,The City School,SNSP,NA
2020-21,0000_8379,Torah Academy of Milwaukee,MPCP,31
2020-21,0000_8379,Torah Academy of Milwaukee,SNSP,2
2020-21,0000_8430,Trinity Lutheran School - Mequon,MPCP,74
2020-21,0000_8430,Trinity Lutheran School - Mequon,SNSP,NA
2020-21,0000_8547,Trinity Lutheran School - Waukesha,MPCP,3
2020-21,0000_8547,Trinity Lutheran School - Waukesha,SNSP,NA
2020-21,0000_1253,Victory Christian Academy,MPCP,218
2020-21,0000_1253,Victory Christian Academy,SNSP,NA
2020-21,0000_8710,Wisconsin Academy,MPCP,18
2020-21,0000_8710,Wisconsin Academy,SNSP,NA
2020-21,0000_8720,Wisconsin Lutheran High School - Milwaukee,MPCP,425
2020-21,0000_8720,Wisconsin Lutheran High School - Milwaukee,SNSP,NA
2020-21,0000_0320,Word of Life Evangelical Lutheran School,MPCP,68
2020-21,0000_0320,Word of Life Evangelical Lutheran School,SNSP,NA
2020-21,0000_8740,Yeshiva Elementary School,MPCP,198
2020-21,0000_8740,Yeshiva Elementary School,SNSP,6
2020-21,0000_8800,Zion Lutheran School - Menomonee Falls,MPCP,33
2020-21,0000_8800,Zion Lutheran School - Menomonee Falls,SNSP,0
2015-16,0000_1701,A Promise of Hope Academy,MPCP,38
2015-16,0000_1701,A Promise of Hope Academy,SNSP,NA
2015-16,0000_1652,Academy of Excellence,MPCP,716
2015-16,0000_1652,Academy of Excellence,SNSP,NA
2015-16,0000_1696,Acelero Learning Milwaukee County,MPCP,27
2015-16,0000_1696,Acelero Learning Milwaukee County,SNSP,NA
2015-16,0000_1263,"Atlas Preparatory Academy, Inc.",MPCP,777
2015-16,0000_1263,"Atlas Preparatory Academy, Inc.",SNSP,NA
2015-16,0000_1301,Atonement Lutheran School,MPCP,306
2015-16,0000_1301,Atonement Lutheran School,SNSP,NA
2015-16,0000_1303,Believers in Christ Christian Academy,MPCP,211
2015-16,0000_1303,Believers in Christ Christian Academy,SNSP,NA
2015-16,0000_1304,Blessed Sacrament Catholic School,MPCP,173
2015-16,0000_1304,Blessed Sacrament Catholic School,SNSP,NA
2015-16,0000_1507,Blessed Savior Catholic School,MPCP,671
2015-16,0000_1507,Blessed Savior Catholic School,SNSP,NA
2015-16,0000_1558,"Calvary's Christian Academy, School of the Arts",MPCP,60
2015-16,0000_1558,"Calvary's Christian Academy, School of the Arts",SNSP,NA
2015-16,0000_1382,"Carter's Christian Academy, Inc.",MPCP,308
2015-16,0000_1382,"Carter's Christian Academy, Inc.",SNSP,NA
2015-16,0000_0309,Catholic East Elementary,MPCP,186
2015-16,0000_0309,Catholic East Elementary,SNSP,NA
2015-16,0000_1094,"Ceria M. Travis Academy, Inc.",MPCP,307
2015-16,0000_1094,"Ceria M. Travis Academy, Inc.",SNSP,NA
2015-16,0000_1305,Christ St Peter Lutheran School,MPCP,205
2015-16,0000_1305,Christ St Peter Lutheran School,SNSP,NA
2015-16,0000_1384,Christian Faith Academy of Higher Learning,MPCP,126
2015-16,0000_1384,Christian Faith Academy of Higher Learning,SNSP,NA
2015-16,0000_1044,Clara Mohammed School,MPCP,182
2015-16,0000_1044,Clara Mohammed School,SNSP,NA
2015-16,0000_1712,Cristo Rey Jesuit Milwaukee High School,MPCP,122
2015-16,0000_1712,Cristo Rey Jesuit Milwaukee High School,SNSP,NA
2015-16,0000_1489,CrossTrainers Academy,MPCP,217
2015-16,0000_1489,CrossTrainers Academy,SNSP,NA
2015-16,0000_1491,Destiny High School,MPCP,296
2015-16,0000_1491,Destiny High School,SNSP,NA
2015-16,0000_1702,Divine Destiny School,MPCP,126
2015-16,0000_1702,Divine Destiny School,SNSP,NA
2015-16,0000_7870,Divine Mercy School,MPCP,21
2015-16,0000_7870,Divine Mercy School,SNSP,NA
2015-16,0000_0510,Divine Savior Holy Angels High School,MPCP,84
2015-16,0000_0510,Divine Savior Holy Angels High School,SNSP,NA
2015-16,0000_0530,Dominican High School,MPCP,112
2015-16,0000_0530,Dominican High School,SNSP,NA
2015-16,0000_1158,Early View Academy of Excellence,MPCP,286
2015-16,0000_1158,Early View Academy of Excellence,SNSP,NA
2015-16,0000_1218,Eastbrook Academy,MPCP,213
2015-16,0000_1218,Eastbrook Academy,SNSP,NA
2015-16,0000_0600,Elm Grove Lutheran School,MPCP,30
2015-16,0000_0600,Elm Grove Lutheran School,SNSP,NA
2015-16,0000_0690,First Immanuel Lutheran School,MPCP,6
2015-16,0000_0690,First Immanuel Lutheran School,SNSP,NA
2015-16,0000_0740,Garden Homes Lutheran School,MPCP,251
2015-16,0000_0740,Garden Homes Lutheran School,SNSP,NA
2015-16,0000_0790,Good Shepherd's Lutheran School - West Allis,MPCP,20
2015-16,0000_0790,Good Shepherd's Lutheran School - West Allis,SNSP,NA
2015-16,0000_1088,Grace Christian Academy,MPCP,155
2015-16,0000_1088,Grace Christian Academy,SNSP,NA
2015-16,0000_0818,Grace Lutheran School,MPCP,13
2015-16,0000_0818,Grace Lutheran School,SNSP,NA
2015-16,0000_1165,Granville Lutheran School,MPCP,234
2015-16,0000_1165,Granville Lutheran School,SNSP,NA
2015-16,0000_1345,Greater Holy Temple Christian Academy,MPCP,691
2015-16,0000_1345,Greater Holy Temple Christian Academy,SNSP,NA
2015-16,0000_0840,Hales Corners Lutheran School,MPCP,35
2015-16,0000_0840,Hales Corners Lutheran School,SNSP,NA
2015-16,0000_0848,Heritage Christian Schools,MPCP,187
2015-16,0000_0848,Heritage Christian Schools,SNSP,NA
2015-16,0000_1101,Hickman Academy Preparatory School,MPCP,339
2015-16,0000_1101,Hickman Academy Preparatory School,SNSP,NA
2015-16,0000_0856,Hillel Academy,MPCP,60
2015-16,0000_0856,Hillel Academy,SNSP,NA
2015-16,0000_1180,Holy Redeemer Christian Academy,MPCP,605
2015-16,0000_1180,Holy Redeemer Christian Academy,SNSP,NA
2015-16,0000_2850,Holy Wisdom Academy,MPCP,243
2015-16,0000_2850,Holy Wisdom Academy,SNSP,NA
2015-16,0000_1408,HOPE Christian High School,MPCP,295
2015-16,0000_1408,HOPE Christian High School,SNSP,NA
2015-16,0000_1703,HOPE Christian School: Caritas,MPCP,178
2015-16,0000_1703,HOPE Christian School: Caritas,SNSP,NA
2015-16,0000_1439,HOPE Christian School: Fortis,MPCP,468
2015-16,0000_1439,HOPE Christian School: Fortis,SNSP,NA
2015-16,0000_1315,HOPE Christian School: Prima,MPCP,585
2015-16,0000_1315,HOPE Christian School: Prima,SNSP,NA
2015-16,0000_1656,HOPE Christian School: Semper,MPCP,324
2015-16,0000_1656,HOPE Christian School: Semper,SNSP,NA
2015-16,0000_1568,Immanuel Lutheran School - Brookfield,MPCP,120
2015-16,0000_1568,Immanuel Lutheran School - Brookfield,SNSP,NA
2015-16,0000_1527,Institute of Technology and Academics,MPCP,256
2015-16,0000_1527,Institute of Technology and Academics,SNSP,NA
2015-16,0000_1684,Jo's Learning Academy,MPCP,55
2015-16,0000_1684,Jo's Learning Academy,SNSP,NA
2015-16,0000_1685,Lutheran Special School,MPCP,35
2015-16,0000_1685,Lutheran Special School,SNSP,NA
2015-16,0000_1374,Malaika Early Learning Center,MPCP,63
2015-16,0000_1374,Malaika Early Learning Center,SNSP,NA
2015-16,0000_1770,Marquette University High School,MPCP,130
2015-16,0000_1770,Marquette University High School,SNSP,NA
2015-16,0000_1782,Martin Luther High School,MPCP,164
2015-16,0000_1782,Martin Luther High School,SNSP,NA
2015-16,0000_2880,Mary Queen of Saints Catholic Academy,MPCP,32
2015-16,0000_2880,Mary Queen of Saints Catholic Academy,SNSP,NA
2015-16,0000_1606,Messmer Catholic Schools,MPCP,1648
2015-16,0000_1606,Messmer Catholic Schools,SNSP,NA
2015-16,0000_1870,Milwaukee Lutheran High School,MPCP,535
2015-16,0000_1870,Milwaukee Lutheran High School,SNSP,NA
2015-16,0000_1873,Milwaukee Seventh Day Adventist School,MPCP,172
2015-16,0000_1873,Milwaukee Seventh Day Adventist School,SNSP,NA
2015-16,0000_1910,Mother of Good Counsel School,MPCP,221
2015-16,0000_1910,Mother of Good Counsel School,SNSP,NA
2015-16,0000_1930,Mount Calvary Lutheran School,MPCP,192
2015-16,0000_1930,Mount Calvary Lutheran School,SNSP,NA
2015-16,0000_1980,Mount Lebanon Lutheran School,MPCP,219
2015-16,0000_1980,Mount Lebanon Lutheran School,SNSP,NA
2015-16,0000_1990,Mount Olive Lutheran School,MPCP,136
2015-16,0000_1990,Mount Olive Lutheran School,SNSP,NA
2015-16,0000_1996,Nativity Jesuit Middle School,MPCP,142
2015-16,0000_1996,Nativity Jesuit Middle School,SNSP,NA
2015-16,0000_1327,New Testament Christian Academy,MPCP,117
2015-16,0000_1327,New Testament Christian Academy,SNSP,NA
2015-16,0000_1575,Northwest Catholic School,MPCP,241
2015-16,0000_1575,Northwest Catholic School,SNSP,NA
2015-16,0000_2030,Northwest Lutheran School,MPCP,248
2015-16,0000_2030,Northwest Lutheran School,SNSP,NA
2015-16,0000_1095,Notre Dame School of Milwaukee,MPCP,373
2015-16,0000_1095,Notre Dame School of Milwaukee,SNSP,NA
2015-16,0000_2105,Our Father's Lutheran School,MPCP,16
2015-16,0000_2105,Our Father's Lutheran School,SNSP,NA
2015-16,0000_2240,Our Lady Queen of Peace,MPCP,152
2015-16,0000_2240,Our Lady Queen of Peace,SNSP,NA
2015-16,0000_2291,Pilgrim Lutheran School - Wauwatosa,MPCP,250
2015-16,0000_2291,Pilgrim Lutheran School - Wauwatosa,SNSP,NA
2015-16,0000_2300,Pius XI High School,MPCP,382
2015-16,0000_2300,Pius XI High School,SNSP,NA
2015-16,0000_1205,Prince of Peace,MPCP,469
2015-16,0000_1205,Prince of Peace,SNSP,NA
2015-16,0000_1530,"Right Step, Inc.",MPCP,151
2015-16,0000_1530,"Right Step, Inc.",SNSP,NA
2015-16,0000_1351,Risen Savior Lutheran School,MPCP,243
2015-16,0000_1351,Risen Savior Lutheran School,SNSP,NA
2015-16,0000_2750,Saint Adalbert School,MPCP,460
2015-16,0000_2750,Saint Adalbert School,SNSP,NA
2015-16,0000_2800,Saint Agnes School,MPCP,71
2015-16,0000_2800,Saint Agnes School,SNSP,NA
2015-16,0000_3100,Saint Anthony School,MPCP,1975
2015-16,0000_3100,Saint Anthony School,SNSP,NA
2015-16,0000_3410,Saint Catherine School,MPCP,143
2015-16,0000_3410,Saint Catherine School,SNSP,NA
2015-16,0000_3455,Saint Charles Borromeo School,MPCP,116
2015-16,0000_3455,Saint Charles Borromeo School,SNSP,NA
2015-16,0000_3580,Saint Coletta Day School,MPCP,18
2015-16,0000_3580,Saint Coletta Day School,SNSP,NA
2015-16,0000_3935,Saint Gregory the Great Parish School,MPCP,200
2015-16,0000_3935,Saint Gregory the Great Parish School,SNSP,NA
2015-16,0000_4210,Saint Joan Antida High School,MPCP,165
2015-16,0000_4210,Saint Joan Antida High School,SNSP,NA
2015-16,0000_4420,Saint John Kanty School,MPCP,196
2015-16,0000_4420,Saint John Kanty School,SNSP,NA
2015-16,0000_4460,Saint John's Lutheran School - Glendale,MPCP,19
2015-16,0000_4460,Saint John's Lutheran School - Glendale,SNSP,NA
2015-16,0000_4655,Saint John's Lutheran School - Milwauakee,MPCP,129
2015-16,0000_4655,Saint John's Lutheran School - Milwauakee,SNSP,NA
2015-16,0000_4950,Saint Josaphat Parish School,MPCP,238
2015-16,0000_4950,Saint Josaphat Parish School,SNSP,NA
2015-16,0000_8224,Saint Joseph Academy,MPCP,376
2015-16,0000_8224,Saint Joseph Academy,SNSP,NA
2015-16,0000_5640,Saint Lucas Lutheran School,MPCP,131
2015-16,0000_5640,Saint Lucas Lutheran School,SNSP,NA
2015-16,0000_5710,Saint Marcus Lutheran School,MPCP,737
2015-16,0000_5710,Saint Marcus Lutheran School,SNSP,NA
2015-16,0000_5720,Saint Margaret Mary School,MPCP,251
2015-16,0000_5720,Saint Margaret Mary School,SNSP,NA
2015-16,0000_2725,Saint Martin of Tours Parish School,MPCP,25
2015-16,0000_2725,Saint Martin of Tours Parish School,SNSP,NA
2015-16,0000_5830,Saint Martini Lutheran School,MPCP,270
2015-16,0000_5830,Saint Martini Lutheran School,SNSP,NA
2015-16,0000_6690,Saint Matthias Parish School,MPCP,60
2015-16,0000_6690,Saint Matthias Parish School,SNSP,NA
2015-16,0000_7240,Saint Paul's Lutheran School - West Allis,MPCP,18
2015-16,0000_7240,Saint Paul's Lutheran School - West Allis,SNSP,NA
2015-16,0000_7400,Saint Peter-Immanuel Lutheran School - Milwaukee,MPCP,190
2015-16,0000_7400,Saint Peter-Immanuel Lutheran School - Milwaukee,SNSP,NA
2015-16,0000_1302,Saint Philip's Lutheran School,MPCP,145
2015-16,0000_1302,Saint Philip's Lutheran School,SNSP,NA
2015-16,0000_1200,Saint Rafael the Archangel School,MPCP,432
2015-16,0000_1200,Saint Rafael the Archangel School,SNSP,NA
2015-16,0000_7670,Saint Roman Parish School,MPCP,253
2015-16,0000_7670,Saint Roman Parish School,SNSP,NA
2015-16,0000_7720,Saint Sebastian School,MPCP,171
2015-16,0000_7720,Saint Sebastian School,SNSP,NA
2015-16,0000_7980,Saint Thomas Aquinas Academy,MPCP,139
2015-16,0000_7980,Saint Thomas Aquinas Academy,SNSP,NA
2015-16,0000_8371,Saint Thomas More High School,MPCP,233
2015-16,0000_8371,Saint Thomas More High School,SNSP,NA
2015-16,0000_3160,Saint Vincent Pallotti Catholic School,MPCP,197
2015-16,0000_3160,Saint Vincent Pallotti Catholic School,SNSP,NA
2015-16,0000_8075,Salam School,MPCP,659
2015-16,0000_8075,Salam School,SNSP,NA
2015-16,0000_8080,Salem Evangelical Lutheran School,MPCP,133
2015-16,0000_8080,Salem Evangelical Lutheran School,SNSP,NA
2015-16,0000_8190,Sharon Junior Academy,MPCP,14
2015-16,0000_8190,Sharon Junior Academy,SNSP,NA
2015-16,0000_1167,Sherman Park Lutheran School,MPCP,255
2015-16,0000_1167,Sherman Park Lutheran School,SNSP,NA
2015-16,0000_1704,"Shining Star Christian Schools, Inc.",MPCP,142
2015-16,0000_1704,"Shining Star Christian Schools, Inc.",SNSP,NA
2015-16,0000_8217,Siloah Lutheran School,MPCP,215
2015-16,0000_8217,Siloah Lutheran School,SNSP,NA
2015-16,0000_1048,Tamarack Waldorf School,MPCP,222
2015-16,0000_1048,Tamarack Waldorf School,SNSP,NA
2015-16,0000_1171,Texas Bufkin Christian Academy,MPCP,67
2015-16,0000_1171,Texas Bufkin Christian Academy,SNSP,NA
2015-16,0000_8379,Torah Academy of Milwaukee,MPCP,26
2015-16,0000_8379,Torah Academy of Milwaukee,SNSP,NA
2015-16,0000_1631,TransCenter for Youth,MPCP,98
2015-16,0000_1631,TransCenter for Youth,SNSP,NA
2015-16,0000_8430,Trinity Lutheran School - Mequon,MPCP,67
2015-16,0000_8430,Trinity Lutheran School - Mequon,SNSP,NA
2015-16,0000_1686,United to Serve Academy,MPCP,290
